,labels,text
906,2,a part of me is worried about the corona virus but the other part is like “this is not shit ”
907,2,it is business as usual in the queens courts where coronavirus concerns will not get you out of jury duty
908,2,what a dope nolte bette midler attacks trump for not wanting ‘america's coronavirus numbers' to ‘go up' via
909,3,"karl rove ""did they call president obama racist when he used phrase ""mers"" a no the was silent"
910,0,why healthy asymptomatic covid 19 patients are dying at home in karachi
911,1,boost your body with awesome exercise tips during lockdown 5 0 … …
912,1,no excuses please … …
913,0,lockdown is not same for everywhere broken_heart
914,1,how ted ed is helping families students and teachers navigate the covid 19 pandemic … via – at madurai índia
915,3,is not this truth never been more stressed frustrated in my all my life more questions than answers being raised right now ー19
916,1,great sir ji each & everyone person ia also corona various …
917,1,happy birthday to me /oz03xydxox – at mumbai
918,0,lockdown khatam hone k baad loog ye status upload karenge missing lockdown face_with_tears_of_joy face_with_tears_of_joy
919,0,this is so sad actor andrew jack is another victim of the coronavirus …
920,1,we red_heart love mumbai we will come out of corona soon we believe in ji bhai & one inspiration
921,2,coronavirus researcher calls it the 'most frightening disease i've ever encountered' |
922,2,how the coronavirus pandemic threatens us national security
923,2,banks can handle potential energy losses but face risks if larger economic crisis triggered by coronavirus unfolds
924,1,they will not spread …
925,1,not detected to covid screening is a new achievement
926,2,hindu group in india consumes cow urine to ward off coronavirus
927,3,nsac suspends combat sporting events until march 25 amid coronavirus concerns
928,1,“happiness is homemade” india …
929,0,pic credit poetry topic sharif
930,0,with we should be more careful if we make same mistake then no one will be able to save humanity ー19 /tboz9bbkjh
931,1,coronavirus oi social distancing oi why still hug hug hah jk
932,1,not unlimited transfers but 1 or 2 extra free transfers would be great and keep it as it was before covid
933,0,many other then labour need serious help sir wish corona caught me so i can fir too
934,2,ur still scared of contacting covid and ur being cautious
935,2,ugh sweating his coronavirus all over the capitol gym gross
936,0,no he was not suffering from covid fake news
937,3,coronavirus memes i f****** need a beer and a goddamn vacation
938,2,"corona and bjp are both dangerous one for “tan”and the other for our ""watan"""
939,2,so they canceled school bc of the corona virus kind of scared now
940,3,you should have made you concerns public why would not you voice them you knew but did not inform the rest of us about
941,1,perspective through this lockdown
942,3,who is idea is it that the attendant has to put there hand all over our beer to open it this is how you spread
943,0,the more lockdown extends the more people losses their jobs
944,0,delhi borders to be sealed trust me s jyada confused inshan maine aaj tk nh dekha chaccha decide to kr lo kya krna h
945,1,19 j&k records 3 deaths amid single day rise of 106 positive cases 55 cops 5 docs among fresh cases ut tally jumps to 1189
946,3,question what is the government not telling us about the coronavirus
947,2,intensifying coronavirus fears rattle voters and elections officials in advance of tuesday primaries
948,0,corona virus bron in china bought up in italy studies in america become muslim in india this is our indian media thinking
949,3,coronavirus trucks in 37 mile traffic jams as europe shuts borders business insider
950,3,things that do not prevent bottled water milk bread sex cocaine
951,2,hope they are careful where they go with coronavirus
952,1,it is time to fight against cm in his beautiful and emotional appeal calls us to come together please let us …
953,2,how about uco just go ahead and give me my degree and we do not have to worry about what to do about the corona virus
954,3,think tank complains “coronavirus is killing globalization as we know it”
955,2,coronavirus or conmputer virus i'm confused now
956,1,stay home stay safe stay sane …
957,0,25 year old up's 1st coronavirus death it turns out many at 2 hospitals were exposed ndtv …
958,2,if we did not name the corona virus people would just think it is just a bad flu season
959,3,fuck i should be training like goku rn fuck i do not want to let this corona virus slow me down
960,3,many people are taking the _19 epidemic very lightly carefree attitude & using the conspiracy theory argument
961,3,now after the end of this shit lockdown do not make a movie on the incident that has happened because of corona
962,0,do not be deluded by the delay in your punishment when it comes it will be painful and severe _19
963,1,eid celebration down stay home
964,3,elizabeth warren censors word 'chinese' from coronavirus tweet
965,3,what really sucks is paying for a whole gym membership while all this coronavirus stuff is going on
966,1,digital marketing strategies in lockdown
967,3,your admin staff is the the way they keep perma banning the good players from in game over b s on facebook
968,1,beauty of the darknes art by shubh follow _19 ains2
969,3,you think this corona virus will excuse my overdue library books
970,0,covid19 in malaysia pandemic impacts on the poor via
971,1,sir great analysis on coronavirus and coming of messiah
972,1,no excuses please of my lockdown countdown … …
973,3,trump urged mnuchin to pressure fed's powell on economic stimulus in explosive tirade about coronavirus
974,1,“be yourself everyone else is already taken ” home stay safe …
975,1,day 56 egg cooked in sauce _19 … …
976,0,why there is no support extended to this section of society where are u hiding …
977,2,this is it the coronavirus has gone too far
978,3,corona virus is a hoax orquestrated by democrats against the world
979,1,we should all thank covid 19 not anyone elee
980,1,when the lockdown lifts* and meter reading starts
981,2,they said the coronavirus going for a three peat scary hours
982,1,sunset view /y4gqb0uitf – at vastral metro station
983,3,corona virus you mean swag something we asians got
984,3,and have suspended evictions and to curb financial impact of
985,0,sad news music composer of sajid wajid passed away a short while back he was suffering from broken_heart we will miss you
986,0,| trump warns americans of a tough two weeks ahead in 19 fight …
987,2,this corona virus shit is outta hand
988,1,wow did not know we are closing in 500 followers on tiktok too makes me go wild on tiktok for this lockdown
989,0,is wrong doing arti with 10 20 people in that temple
990,0,covid 19 etisalat offers free internet video voice calls for two months …
991,1,“hike more worry less ” sachin 0_0 nived_jayaraj akhil_raj_97
992,2,maybe i'm ignorant to the whole thing but the coronavirus is the least if my worries
993,2,oh lord we need your help we are still battling corona virus another outbreak in dr congo 2020 is getting scary already
994,3,this is urgent tell to stop forcing their drivers to work sick
995,2,since the coronavirus is not as bad as swine flu let us watch the scumbags stall it and reveal who they really are
996,1,scientists coronavirus can last on metal for 9 days metalheads pic twitter com/m1gtsgxghl
997,1,can we meet after corona
998,0,lahore coronavirus situation from bad to worse twitter com/cjmvzuynma
999,2,corona virus to my brain flushed_face
1000,1,and finally i have registered myself as a corona relief tiger__ procedure is mentioned below twitter com/c9tafhqryr
1001,3,portland has come up with brilliant idea to stop spread of coronavirus in the 'houseless' community
1002,2,i really hope the panic from coronavirus reminds everyone to stop using their phone when they go to the bathroom
1003,0,adp jobs report companies cut 27 00 jobs before the worst of the coronavirus …
1004,2,he is more worried about losing his muscle mass than getting coronavirus
1005,2,social distancing in to fight against corona …
1006,3,us coronavirus up coverage until close use could upend can uk closed union cnn unleashes cbs
1007,3,why did you kill a man to hide how bad the coronavirus was
1008,3,icymi his colleagues at fox news called coronavirus a 'hoax' and 'scam ' why tucker carlson saw it differently
1009,2,you think alarm about coronavirus has been created by the uk government
1010,1,appeal to people watch this vedio from below link and boost the immunity to fight with corona …
1011,1,brilliant article by vivek gupta chandigarh's response to a covid 19 hotspot bares the city's elitist underbelly … via
1012,2,will smith feels responsible for coronavirus misinformation due to i am legend
1013,3,immediately ban thetabligi jamat the spraderer of corona virus
1014,1,life is simulator with
1015,2,ease the risks of coronavirus and other global threats join us for a timely discussion on april 1st
1016,3,google bangalore employee tests positive for coronavirus and office park shuts down emails say
1017,1,the has made me appreciate the office …
1018,0,now i feel that government leave the the decision on indian person they will decide to how to live in this pandemic covid 19
1019,1,day 10 bloom during a lockdown pic twitter com/cuzajifp4u
1020,1,day 8 of 21 day lockdown tawa pulao 01 04 2020 prepared by sonal_aradwad city pune …
1021,0,bhut hi bore lockdown ha
1022,3,wher are the idiots amid lockdown 'mafia' clears trees builds hutments at aarey colony news …
1023,3,he said corona virus is not stopping me
1024,2,breaking nyc half marathon called off over coronavirus fears pic twitter com/wd0kczike3
1025,2,we are taking the coronavirus threat way too seriously
1026,1,thanks to for having this scientific interaction on _cov_2 _distancing …
1027,3,i do not think this coronavirus is even that deep this is not the bubonic plague shit is literally an aggressive flu
1028,3,it is called voter suppression sweaty coronavirus is mysteriously sparing kids and killing the elderly
1029,1,shooting behind the scenes when you are social distancing and having a good hair day photographer
1030,3,what ever dumb witchcraft shit they used to turn a dead rotting corpse in to a baby is what started the corona virus
1031,1,thank you corona virus part 2
1032,2,ideas elba has coronavirus currently shaking my fist at god
1033,2,when distributing foods during curfew of coronavirus attack 2020 maharashtra …
1034,1,they are leading with good deeds …
1035,3,the scams are starting pic twitter com/3a5ibjww7n
1036,0,ranga bila using covid tragedy as an opportunity to satisfy their sadist plans #आतंकी_भाजपा
1037,1,google makes advanced hangouts meet capabilities free to combat coronavirus
1038,0,block corona …
1039,3,there must be a real chance that coronavirus will kill off brexit surely
1040,2,coronavirus prophecies of plagues and pestilence are we living in the end times
1041,1,i am also reciecing calls from for i have no clue how to cater everyone
1042,2,'better a terrible end than endless terror' phrase
1043,1,covid 19 relief offer on split air conditioners matlab kuch bhi clapping_hands
1044,3,the us has tested fewer than 7 000 people thus far for are you kidding me are you kidding
1045,3,coronavirus will not stop illinois primary as gov pritzker bans groups of 50 or more
1046,1,i found a brother when i was looking for a friend pune …
1047,1,| is officially free city and the celebration goes on
1048,0,a friend relative passed away while fighting with corona she was doctor as well
1049,2,coronavirus crisis means we have no choice but to fight back sign up and get involved
1050,2,asymptomatic people without coronavirus symptoms might be driving the spread more than we realized cnn
1051,0,new coronavirus losing potency top italian doctor says …
1052,2,are you kidding me can we not have a normal direct already this wait is worse than the coronavirus
1053,0,lesson cost of living is never expensive it is the cost of lifestyle that is expensive
1054,0,nobody says “where are you ” anymore
1055,3,ask why and how gave permission to kill indian citizens as bio terrorists corona suiciders
1056,2,my white blood cells coming together to attack the coronavirus my los blancos twitter com/poc1e3r7yw
1057,0,corona virus effected on all media that is why media playing like a mental patient #राष्ट्रद्रोही_मीडिया
1058,2,wtf at this point when we should all come together to fight the real terrorist called corona virus
1059,3,corona virus is the new 9/11 a false flag excuse to chop away at our freedoms pic twitter com/k77f7iedsa
1060,3,why are applications not being completed entirely online or over the phone lines could be spreading at a critical time
1061,1,lockdown me baal tw lambay hoa va hnn ab ye wala haircut krwao ga after lockdown man_getting_haircut_light_skin_tone OK_hand
1062,0,indian govt should follow uae model for punishment to the people not following corona guide lines
1063,2,coronavirus is no runny nose & dry cough u gooood
1064,0,a good service in bad times of corona epidemic
1065,2,the is on trying to shed some light on how serious is pic twitter com/68k6gsrvpq
1066,2,the war has begun do not touch our brothers and sisters humanities real enemy are / / hunt them to last blood drop godspeed
1067,1,good to hear discharging patients after being tested negative salute our heros …
1068,2,boris johnson grilled after warning over lack of coronavirus testing via
1069,0,2020 the year that hand sanitiser became more expensive than a barrel of oil exploding_head ー19
1070,0,need of the hour is lockdown continue
1071,3,this coronavirus scaring me i'm bout ready to cancel all my trips
1072,3,i've got a fused tubelight in the middle of the lockdown how the hell am i going to change it
1073,2,lessons for hard times insights from …
1074,3,tired of talking about the coronavirus let us talk about something else omg
1075,0,have not seen my sister for 2 months that is enough corona loudly_crying_face loudly_crying_face
1076,3,do the other half have corona virus or have they had their accounts shut down
1077,2,now again lockdown ghost
1078,0,his death was not b'coz of corona bro it was kidney failure …
1079,0,recovery rate 43 % death rate 3 37% death 40 9 /dfgytjikz0
1080,0,major missing in this lockdown twitter com/fmwdhkq45g
1081,2,coronavirus is messing my money up bad $daveyle
1082,1,an important retraction of a lancet paper
1083,2,health officials warn americans to plan for the spread of coronavirus in u s
1084,3,is this really exiting what the hell is she going to do after lifting lockdown ‘what we will do that is the point'
1085,2,coronavirus stop the hysteria washington times a must read this is an excellent article
1086,2,coronavirus italians barred from austria to stop spread
1087,3,this demonstrates that we deserve the coronavirus
1088,3,should the remove for news channel
1089,1,hello beautiful handsome and amazing people kindly follow my business page g__store_ god bless you _19 …
1090,1,ncc meets today as covid 19 situation worsens
1091,0,please waive the charges of cable tv for 3 months due to lock down for covid 19
1092,1,there is still some life left in the leaf … …
1093,1,lockdown first day vs last day
1094,1,lockdown blessings
1095,0,pandemic of mental illness is also as important as covid is it is high time to act as a nation (both awaam and media)
1096,1,yes ppl are tweeting as if rainbow is going to cure corona
1097,2,this coronavirus is really starting to piss me off
1098,2,the has been around since the 60s why are we all of a sudden more affected by it
1099,3,sorry nah stop crying hehehe someone is dis generation thinks calling someone coronavirus is an insult hehehe animal
1100,0,this time it is about indian economy after the covid19 pandemic pls watch comment and share …
1101,1,it is really appreciative we proud on corona worrier
1102,2,democrats are straight up praying for this coronavirus to get worse
1103,0,everything gettin' worse lockdown extended
1104,1,waiting for this lockdown to end soon so i can meet my best friend via instagrampic twitter com/8awde9c3vq
1105,2,the fact that everyone is panicking over the corona virus and i done ran out of god damn toilet paper
1106,0,lockdown till death
1107,1,ohoo congratulations yr beating_heart beating_heart
1108,0,over 1 lakh people lost their lives due to covid 19 & its still counting god knows when the count will end
1109,3,you are a useless prime minster of india now you easing the lockdown will make catastrophe
1110,2,young and unafraid of the coronavirus good for you now stop killing people | opinion
1111,3,that is it coronavirus has got to go
1112,3,which one called the coronavirus a hoax
1113,0,the rates are become barrier for poor people to think from cure treatment and remedy from covid 19 …
1114,2,communal virus is more dangerous than corona virus
1115,1,its time to save life to covid 19
1116,0,766 people with symptoms have been admitted to hospitals across situation now under control cm
1117,2,nah supermarkets are actually empty are people alright is it weird that me and my friends are not worried about coronavirus
1118,1,opportunities in the post covid world order …
1119,3,google bangalore employee tests positive for coronavirus and office park shuts down according to internal emails
1120,1,it is good results of efforts by chandigarh administration and corona warriers /pndb0n959y
1121,0,death reported 1 only out of 13 patients and top 3 above where more than 100 died due to __19
1122,1,lockdown day n
1123,1,challenge has been accepted thanks for the 1 day 1 voice over challenge studio_microphone smiling_face_with_smiling_eyes
1124,2,amid coronavirus panic buying california deputies tell shoppers do not call 911 over line cutting
1125,2,the government is a ebola made disease like coronavirus
1126,3,"saying ""panic is not necessary"" is not helpful anytime anyone has told me to stop panic it just got worse"
1127,0,when you are bored after online classes
1128,1,thanks to sahara foundation to certified me as a corona warriors /8nawhgshev
1129,0,i am feeling corona symptoms
1130,1,ohh masha allah smiling_face_with_heart-eyes happy twitter anniversary n thanku so much revolving_hearts revolving_hearts
1131,1,with 2 361 fresh cases maharashtra's covid 19 count crosses 70 00 mark …
1132,2,plot twist corona virus contains the 1% of germs that hand sanitizer cannot kill
1133,0,work from home my job is secure … …
1134,2,late night shows will tape without studio audiences on coronavirus fears via
1135,2,ok well now they have coronavirus which is entirely different from the flu
1136,2,this man is about to pummel coronavirus into submission stay strong king
1137,3,nothing is happening it is damn lockdown
1138,2,this corona virus is making swine flu ebola sars an pneumonia look like a bitch (excuse my french)
1139,2,i think the way they test you for coronavirus scares me more than the actual illness
1140,1,corona is communal in nature hence proved does not hit hindus
1141,3,why because your buddies are all dying from the coronavirus shut up meat head
1142,0,over cleaning everything and saying i'm just bored because i do not want to to admit that corona had me fucking paranoid check
1143,3,is the new season going to be performed behind locked doors
1144,1,after the corona helmet & horse now its corona painting time …
1145,2,he would not want to tip off the corona virus
1146,3,cuz they fucking foolish lmfaooo corona virus dont give you the runs bro pic twitter com/hzfr7drumc
1147,1,air lines offers after corona grinning_squinting_face grinning_squinting_face
1148,1,feeling happy that was for corona warriors
1149,2,you should maybe get tested for coronavirus with that cough…
1150,3,who we blaming for the coronavirus i'm blaming rich people fuck those guys
1151,1,aanya shares her views on how to become a super hero amidst the lockdown twitter com/f7twoggext
1152,0,sukoon is passed away due to covid 19 and artical 35a
1153,3,estonia to bar foreign travellers from entering the country from march 17 to stop spread of coronavirus government statement
1154,2,can we please get rid of coronavirus first …
1155,1,it is good but there is covid 19 too …
1156,2,harsh steps are needed to stop the coronavirus experts say
1157,3,i is not fucking with corona virus till that mf shut down all work facilities and still getting paid
1158,0,covid will kill also if we work i dont see the how its a hard conpect to grasp
1159,1,"trump looks to ""reopen"" economy after nyt coronavirus bombshell a close via ty"
1160,1,anyone did this … …
1161,0,surprised to find 50% respondents feeling depressed ( 13 + 37) lockdown is hurting mental health …
1162,3,my college just canceled classes till april 20th and all my classes are online now because of the coronavirus wtf
1163,3,would you laugh if matt gaetz got coronavirus from ted cruz
1164,2,how to prevent and cope with anxiety surrounding coronavirus
1165,0,dear world how is the lockdown going your sincerely kashmir
1166,0,i lost my job due covid 19 crisis and million others
1167,2,red cross urging ‘healthy eligible individuals' to donate blood amid coronavirus concerns
1168,3,almost no water at target because of the coronavirus damn pic twitter com/a2qlgcuh95 – at target
1169,3,how coronavirus hijacks your cells
1170,2,no concern or leadership for coronavirus testing
1171,0,sad who knows if hosp staff only hanged him all possible to corona victims now
1172,2,same here in corona fear
1173,2,ppl overreacting on the corona virus but if you dirty mfs keep yourself clean we wouldnt have to deal with this shit
1174,1,if only i could have spent the with this cutie vc sakshi__s i n g h coast crossing republik …
1175,0,can we forward for clearance sale thinking_face thumbs_down_dark_skin_tone angry_face person_walking
1176,1,rummaging through the home library • • … …
1177,3,sen rand paul tests positive for coronavirus libs pile on hate
1178,0,it is sad and sickening to see how humans can still be selfish apart from what has happened to the world
1179,2,how gyms in the qca are preparing over coronavirus concerns
1180,2,feelings are cancelled due to coronavirus
1181,0,indians should tweet she was +ve on and she was attending meetings and treated in home why __19
1182,0,sir seriously this govt is giving false data on covid 19 many news are across india that bjp govt hides the original data
1183,2,nolte bette midler attacks trump for not wanting 'america's coronavirus numbers' to 'go up'
1184,3,corona virus that shit is real
1185,2,i am not any more concerned about catching the coronavirus in amarillo tx as i am in new york catch me in times square
1186,0,covid 19 lockdown parents concerned over plans to reopen schools over 2 lakh petition govt | india news times of india …
1187,3,created a naturally occurring coronavirus strain how dumb are you
1188,0,what do you think about covid 19 how many days are needed to remove this from our live
1189,0,please register fir against this fake doctor spreading misinformation on coronavirus and order youtube to block this account
1190,0,so sad to hear the passing away of wajid khan bhai due to covid 19 rest in peace folded_hands
1191,0,please allow laws to play online games in telangana it is boring due to lockdown
1192,1,rather u guys r safe indoors pls say thanks to and enjoy your life there is nothing left for you now your time has gone
1193,1,welcome back and good news on the covid test look forward to your updates on the district situation
1194,2,which candidate do you think would be able to recover if infected by the coronavirus
1195,2,why social distancing is crucial to slow the spread of coronavirus
1196,1,today sacrifice is tomorrow success … …
1197,1,a beautiful morning from mosque after a closure lasted more than two months because of
1198,2,gross incompetence columbia u doctor on federal response to coronavirus ‘gross amateur hour incompetence'
1199,3,the coronavirus mass hysteria makes me giggle and that is on being a desensitized generation
1200,3,the idiot's guide to coronavirus from an emergency physician via
1201,1,watched on day 11 of lockdown
1202,1,boost immunity against corona /cr6o7ygfmh
1203,0,despite not a bad gst collection by govt …
1204,0,heavy_minus_sign heavy_minus_sign play_button ︎ follow ( ) play_button ︎ follow ( ) heavy_minus_sign heavy_minus_sign …
1205,1,kuwait is the greatest country in the world #الكويت_تتصدى_لكورونا
1206,0,bollywood singer composer dies of coronavirus at 42 /7frvjr8fik
1207,1,update victory_hand_medium-light_skin_tone smiling_face Singapore _insta warning ıd19
1208,0,not covid19 but modi has ruined indian economy twitter com/nfkasifkbx
1209,3,love in the age of twitter com/mvfucbwupo
1210,1,great to see the special towing services by to in the event of covid 19 pic twitter com/pj2ysgr8hj
1211,0,public what is the purpose of lockdown 5 0 govt mii chavu meeru chavandi maku anduku public shocks govt rocks
